Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,16755,8961.000000,633.593506,10615859.000000,864000.000000,4774.450684,79995920.000000,2951744.000000,4486409.000000,677976256.000000,1373564.000000,4325308.000000,1.993891,1.624258,10.227027,8.803459,0,0,1.977280,0.016385,0.000227,1.607646,0.016385,0.000227,10631
FCFS CONSERVATIVE BF MODE 2,16755,8823.000000,441.315735,7394245.000000,864000.000000,4587.328613,76860688.000000,2942528.000000,4486409.000000,678089280.000000,1468948.000000,4411476.000000,1.150493,1.062336,7.830769,7.830769,0,0,1.133912,0.016354,0.000227,1.045755,0.016354,0.000227,10613
EFT,16755,8726.000000,612.810181,10267635.000000,864000.000000,4754.224121,79657024.000000,2940352.000000,4486409.000000,678118592.000000,1394161.000000,4334513.000000,1.961444,1.601977,9.584210,8.707547,0,0,1.944888,0.016329,0.000227,1.585422,0.016329,0.000227,10739
EFT CONSERVATIVE BF MODE 2,16755,9012.000000,446.898712,7487788.000000,864000.000000,4592.666504,76950128.000000,2929152.000000,4486409.000000,678038976.000000,1478226.000000,4407378.000000,1.152426,1.064261,7.884615,7.884615,0,0,1.135826,0.016374,0.000227,1.047661,0.016374,0.000227,10625
SCORE,16755,591219.000000,1849.318970,30985340.000000,1068372.000000,5857.557617,98143376.000000,1281216.000000,4702784.000000,655250816.000000,770187.000000,2051403.000000,2.524655,2.196580,16.851006,16.851006,0,168,2.501738,0.022690,0.000228,2.173662,0.022690,0.000228,13816
SCORE CONSERVATIVE BF MODE 2,16755,591114.000000,1740.822266,29167478.000000,1068267.000000,5747.888672,96305872.000000,1313344.000000,4702679.000000,655237888.000000,720415.000000,2033759.000000,2.281056,2.008013,16.820860,16.820860,0,163,2.258563,0.022265,0.000228,1.985520,0.022265,0.000228,13594
EFT-SCORE MIX,16755,8911.000000,505.541626,8470350.000000,864000.000000,4641.734375,77772256.000000,2846400.000000,4486409.000000,677175488.000000,1400558.000000,4246958.000000,1.507434,1.289313,7.460612,7.460612,0,0,1.490988,0.016220,0.000227,1.272865,0.016220,0.000227,10996
EFT-SCORE MIX CONSERVATIVE BF MODE 2,16755,8935.000000,433.326935,7260393.000000,864000.000000,4574.223633,76641120.000000,2846528.000000,4486409.000000,677164608.000000,1479261.000000,4325789.000000,1.157526,1.064800,7.460612,7.460612,0,0,1.141027,0.016273,0.000227,1.048300,0.016273,0.000227,10794
OPPORTUNISTIC-SCORE MIX,16755,8861.000000,442.296570,7410679.000000,864000.000000,4587.547852,76864368.000000,2918592.000000,4486409.000000,678145088.000000,1480553.000000,4399145.000000,1.161660,1.069130,7.718269,7.718269,0,0,1.145086,0.016347,0.000227,1.052556,0.016347,0.000227,10717
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,16755,8784.000000,436.460999,7312904.000000,864000.000000,4582.769531,76784304.000000,2944832.000000,4486409.000000,678155328.000000,1471595.000000,4416427.000000,1.148820,1.060616,7.696154,7.696154,0,0,1.132248,0.016344,0.000227,1.044046,0.016344,0.000227,10593
EFT-SCORE MIX V2,16755,17584.000000,713.340942,11952027.000000,864000.000000,4785.634766,80183312.000000,2042432.000000,4486409.000000,664234560.000000,1132964.000000,3175396.000000,1.733197,1.492570,9.070271,6.034734,0,0,1.710886,0.022084,0.000227,1.470258,0.022084,0.000227,12110
EFT-SCORE MIX CONSERVATIVE BF MODE 0 V2,16755,17584.000000,672.266479,11263825.000000,864000.000000,4745.346191,79508272.000000,2044928.000000,4486409.000000,664203712.000000,1143899.000000,3188827.000000,1.529911,1.357172,13.613756,12.447205,0,0,1.507352,0.022332,0.000227,1.334615,0.022332,0.000227,11968
